a7ls19_rank,blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share,shard_id,lag_ok_bool,robust_ok_bool,premay_all_positive_bool,is_l7,is_placebo,is_low_prior,contains_basis_premium,contains_basis_premium_like,contains_price_like,contains_liquidity_like,contains_volatility_like,contains_positioning_like,contains_open_interest_like,contains_taker_flow_like,contains_funding_state_like,contains_listing_age_like,contains_regime_state,strict_non_l7,strong_non_l7,arbitration_score,a7ls19_reject_reason,a7ls19_decision
24,a7ls15_3a47210fb17ce6d5,"SafeDiv(Delta(mark_trade_basis_bps,6),Abs(Mean(trade_quote_volume,720)))",basis_premium_like|liquidity_like,safe_div_abs,L5_vol_adjusted_return,8,1.0,3,True,0.6945280320242696,0.0797102133913265,True,0.7743936606754164,-0.2218763335864426,True,0.2949698170287325,0.2943698170287325,0.2933698170287325,94.93333333333334,A7LS18a7ls18_s010_NUMERIC_CLUE,689,0.013112972415459,0.5657227558255051,0.5617095671753985,-1.321870289632738,0.5123367198838897,712,0.0575775920321857,2.2936700872679654,0.7743936606754164,-0.2218763335864426,0.5435393258426966,712,0.2070466856726671,5.372117769631087,1.8110599438924428,0.0536990091887548,0.5969101123595506,712,0.2953698170287325,5.071986424294284,1.8221943728733605,0.977349783998694,0.5786516853932584,1.0,300.6752889967083,skel_3afee12eb6a9078f,0.993105429474289,0.8863839070485007,a7ls18_s010,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,409.0036070752521,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
25,a7ls15_b0801a2fcacafcc5,"Sub(Delta(mark_index_basis_bps,6),Delta(mark_trade_basis_bps,16))",basis_premium_like,sub,L5_vol_adjusted_return,8,-1.0,3,True,0.7399442022560581,0.157316376684159,True,1.586337300466558,2.489236363683173,True,0.2915125456879803,0.2909125456879803,0.2899125456879803,94.93333333333334,A7LS18a7ls18_s005_NUMERIC_CLUE,696,-0.0063287949678587,-0.219860284312013,-0.188670072666936,-0.606712093175318,0.4741379310344827,712,-0.125626841395588,-4.120222253886439,-1.6727085262940289,-2.489236363683173,0.4213483146067415,712,-0.164308190571117,-4.119300179462968,-1.6595893880278314,-2.580121707192941,0.4283707865168539,712,-0.2919125456879803,-4.497849251149526,-1.586337300466558,-3.64981294962996,0.4129213483146067,1.0,297.1726014857243,skel_8727d93aac220fc6,0.9951163458776212,0.9998887365280984,a7ls18_s005,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,402.7759493503608,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
26,a7ls15_7d34c860f8f45ca4,"Sub(ZScore(Mean(premium_abs_168h,36)),Delta(log_quote_volume_168h,96))",basis_premium_like|liquidity_like,sub,L5_vol_adjusted_return,8,1.0,3,True,0.7127482026351082,0.2803917649573089,True,0.7836758345859995,0.6509388636905599,True,0.2877428414365504,0.2871428414365504,0.2861428414365504,94.93333333333334,A7LS18a7ls18_s012_NUMERIC_CLUE,616,0.03424296259232,1.193063111301896,0.4263479450519925,0.1303971226699697,0.5487012987012987,712,0.1170766761213778,3.933840931032066,1.3998344506641076,1.0283310824843706,0.5393258426966292,712,0.092549096154973,2.250948842256412,0.7836758345859995,0.6509388636905599,0.5308988764044944,712,0.2881428414365504,6.278577572026818,2.2323414454981387,1.7227646279436937,0.5814606741573034,1.0,293.4300932339153,skel_eaa129218e1e1a2f,0.7997701809824763,1.0,a7ls18_s012,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,400.6652010758088,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
27,a7ls15_82c495acffbea470,"Sub(TSRank(mark_trade_basis_bps,6),TSRank(mark_index_basis_bps,24))",basis_premium_like,sub,L5_vol_adjusted_return,8,1.0,3,True,0.5088496812193418,0.097565144997645,True,1.5181453965039915,-1.381165636774272,True,0.2648546527956201,0.2642546527956201,0.2632546527956201,94.93333333333334,A7LS18a7ls18_s047_NUMERIC_CLUE,686,0.0073222207968961,0.2775638886261042,-0.1801946538340812,-0.8002338905449895,0.5014577259475219,712,0.0984515463383544,3.3547610286838805,1.5181453965039915,-1.381165636774272,0.5589887640449438,711,0.2030168808169957,5.414564602365314,1.8250060513582484,1.0833173089321813,0.5949367088607594,712,0.2652546527956201,4.611275318638039,2.026561926624862,0.0804891052016842,0.5800561797752809,1.0,270.7458031144008,skel_8727d93aac220fc6,0.993105429474289,0.9644682287146852,a7ls18_s047,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,390.2148222412403,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
28,a7ls15_83b2ec53c58ee01a,"Mul(ZScore(Mean(listing_age_days,336)),Delta(mark_index_basis_bps,3))",listing_age_like|basis_premium_like,mul,L5_vol_adjusted_return,24,-1.0,3,True,0.7840102771262258,0.1704382112692923,True,0.3418059360623698,1.6477481972351422,True,0.2811299806389387,0.2805299806389387,0.2795299806389387,92.8,A7LS18a7ls18_s099_NUMERIC_CLUE,673,-0.0400948139678162,-0.8471840779979082,0.1454578422991349,-1.676721131688466,0.5052005943536404,696,-0.0842662014202366,-1.6596381937693716,-0.3418059360623698,-1.9606704683168457,0.4655172413793103,696,-0.149276005701324,-2.143862624354587,-0.5030687015064534,-1.6477481972351422,0.4612068965517241,696,-0.2815299806389387,-2.454441707252552,-0.4003259403320192,-2.311130075071457,0.4482758620689655,1.0,286.7459703618125,skel_eaa129218e1e1a2f,0.9103705831657568,0.998603003050384,a7ls18_s099,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,389.70535373423894,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
29,a7ls15_f8fbde80779ec39d,"Sub(CSRank(TSRank(premium_close_bps,6)),CSRank(TSRank(mark_index_basis_bps,24)))",basis_premium_like,spread_rank,L5_vol_adjusted_return,8,1.0,3,True,0.6733808064024662,0.1438736168352739,True,0.6628206432301464,-0.6973358641134553,True,0.2655845728610472,0.2649845728610472,0.2639845728610472,94.93333333333334,A7LS18a7ls18_s047_NUMERIC_CLUE,689,0.0305353035366542,1.2044458747646836,0.2932970768789208,-0.1252296113389144,0.5181422351233672,712,0.0429663397886823,1.6020701133992687,0.6628206432301464,-0.6973358641134553,0.5449438202247191,712,0.1697176674981884,4.910249808316352,2.184571949723801,-0.2642477929226133,0.5870786516853933,712,0.2659845728610472,5.5880129585078535,2.017057941499446,0.1874104302736937,0.5814606741573034,1.0,271.3111920546448,skel_bcb165b7818f5d85,0.993105429474289,0.9891916160447402,a7ls18_s047,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,380.90834367049683,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
30,a7ls15_7acc9ae07db7a40b,"Sub(CSRank(Delta(top_global_account_divergence,6)),CSRank(Delta(mark_trade_basis_bps,16)))",positioning_like|basis_premium_like,spread_rank,L5_vol_adjusted_return,8,-1.0,3,True,0.73349367608822,0.1716549743214178,True,1.0727182986552113,2.481129742924353,True,0.2669734769322656,0.2663734769322656,0.2653734769322656,94.93333333333334,A7LS18a7ls18_s125_NUMERIC_CLUE,696,-0.0117751485448563,-0.4645258092127611,-0.1409033669231226,-0.8271850236457099,0.4626436781609195,712,-0.0763144433124206,-2.913525649617571,-1.0727182986552113,-2.481129742924353,0.4410112359550562,712,-0.1466375290307381,-4.293193637234727,-1.506513055559715,-2.7061837979618693,0.4157303370786517,712,-0.2673734769322656,-4.464200687664469,-1.535584173096479,-2.614460188627212,0.4536516853932584,1.0,272.63998325617735,skel_bcb165b7818f5d85,0.9951163458776212,0.989309685334873,a7ls18_s125,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,378.6303626908841,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
31,a7ls15_530252b40793410f,"SafeDiv(Delta(mark_trade_basis_bps,168),Abs(Abs(ZScore(Mean(trade_quote_volume,24)))))",basis_premium_like|liquidity_like,safe_div_abs,L5_vol_adjusted_return,8,1.0,3,True,0.5136299161420836,0.1133267100216598,True,1.6334233217983638,-0.5452926559801891,True,0.2498370636846145,0.2492370636846145,0.2482370636846145,94.93333333333334,A7LS18a7ls18_s010_NUMERIC_CLUE,544,0.0126595929952625,0.4438023356023824,0.1550054396758873,-2.078456601404449,0.4724264705882353,712,0.1033339011271814,3.719825214831885,1.6334233217983638,-0.5452926559801891,0.5603932584269663,712,0.2117519924743046,5.215151331296181,1.8982741894709687,0.6185458825671873,0.5969101123595506,712,0.2502370636846145,4.564313295744649,1.9771559788373685,0.1504341082817528,0.5660112359550562,1.0,255.72343376847243,skel_437d739eeb4ca960,0.9514507325481184,0.8895902526167472,a7ls18_s010,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,374.90563879994744,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
32,a7ls15_01ea6cfe8374ef71,"Mul(TSRank(mark_trade_basis_bps,36),Sign(Mean(volume_volatility_ratio_168h,2)))",basis_premium_like|liquidity_like,gated_sign,L5_vol_adjusted_return,8,1.0,3,True,0.5218197986778011,0.0638973849926837,True,1.2672780845885314,-0.4836949551981744,True,0.2487027119529156,0.2481027119529156,0.2471027119529156,94.93333333333334,A7LS18a7ls18_s007_NUMERIC_CLUE,654,0.0237909049011637,0.8612333256723431,0.2330508674628033,-0.4624708703426277,0.5259938837920489,698,0.0883996977217583,3.1039425320480967,1.2672780845885314,-0.4836949551981744,0.5730659025787965,699,0.1635129988808992,4.279063072225616,1.3095352056627512,0.3085137044741805,0.5665236051502146,701,0.2491027119529156,4.327475348589802,1.6728534152506889,0.4309550859375914,0.5748930099857347,1.0,254.58089215423783,skel_3afee12eb6a9078f,0.820741166331514,1.0,a7ls18_s007,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,373.2717042335698,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
33,a7ls15_2c7b31909d6612ec,"Mul(TSRank(mark_trade_basis_bps,36),Sign(Mean(index_close,2)))",basis_premium_like|price_like,gated_sign,L5_vol_adjusted_return,8,1.0,3,True,0.5218197986778011,0.0638973849926837,True,1.2672780845885314,-0.4836949551981744,True,0.2487027119529156,0.2481027119529156,0.2471027119529156,94.93333333333334,A7LS18a7ls18_s024_NUMERIC_CLUE,654,0.0237909049011637,0.8612333256723431,0.2330508674628033,-0.4624708703426277,0.5259938837920489,698,0.0883996977217583,3.1039425320480967,1.2672780845885314,-0.4836949551981744,0.5730659025787965,699,0.1635129988808992,4.279063072225616,1.3095352056627512,0.3085137044741805,0.5665236051502146,701,0.2491027119529156,4.327475348589802,1.6728534152506889,0.4309550859375914,0.5748930099857347,1.0,254.58089215423783,skel_3afee12eb6a9078f,0.993105429474289,1.0,a7ls18_s024,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,373.2717042335698,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
34,a7ls15_17b0e237103a9ddc,"Mul(TSRank(mark_trade_basis_bps,36),Sign(Mean(realized_vol_72h,2)))",basis_premium_like|volatility_like,gated_sign,L5_vol_adjusted_return,8,1.0,3,True,0.5218197986778011,0.0638973849926837,True,1.2672780845885314,-0.4836949551981744,True,0.2487027119529156,0.2481027119529156,0.2471027119529156,94.93333333333334,A7LS18a7ls18_s030_NUMERIC_CLUE,654,0.0237909049011637,0.8612333256723431,0.2330508674628033,-0.4624708703426277,0.5259938837920489,698,0.0883996977217583,3.1039425320480967,1.2672780845885314,-0.4836949551981744,0.5730659025787965,699,0.1635129988808992,4.279063072225616,1.3095352056627512,0.3085137044741805,0.5665236051502146,701,0.2491027119529156,4.327475348589802,1.6728534152506889,0.4309550859375914,0.5748930099857347,1.0,254.58089215423783,skel_3afee12eb6a9078f,0.820741166331514,1.0,a7ls18_s030,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,373.2717042335698,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
35,a7ls15_4dc92dc60d615c89,"Mean(Mul(ZScore(Mean(open_interest_value_mean,120)),Clip(ZScore(taker_buy_sell_volume_ratio_last),-3,3)),4)",open_interest_like|taker_flow_like,smooth_mul,L5_vol_adjusted_return,24,-1.0,3,True,0.7807876376565606,0.2153468492569809,True,0.6076050674744966,2.2098436096534626,True,0.1983966040820995,0.1977966040820995,0.1967966040820995,92.8,A7LS18a7ls18_s120_NUMERIC_CLUE,670,-0.0103778810526353,-0.2489076401272662,-0.0887849448401174,-1.8930299785587328,0.4865671641791044,696,-0.165735875228519,-3.626597010030346,-0.8428136443181368,-2.2098436096534626,0.4367816091954023,696,-0.20767709774172,-3.407115742286226,-1.1918444650205833,-2.381306972037618,0.4468390804597701,696,-0.1987966040820995,-1.9980783629988847,-0.6076050674744966,-2.302746040883661,0.4727011494252873,1.0,204.0158164444429,skel_9429765ca9b3805e,0.9925308819304798,1.0,a7ls18_s120,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,362.1685581850492,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
36,a7ls15_a03a6be747eccb79,"Mul(Delta(mark_index_basis_bps,12),Decay(top_long_short_account_ratio_last,48))",basis_premium_like|positioning_like,mul,L5_vol_adjusted_return,4,-1.0,3,True,0.6709046880749856,0.1195948398006822,True,0.8801519586909341,2.614648348680676,True,0.2446744463476622,0.2440744463476622,0.2430744463476622,95.46666666666668,A7LS18a7ls18_s020_NUMERIC_CLUE,693,-0.0015730217383233,-0.0793027668331678,-0.3243891985829806,-0.5043233980385129,0.492063492063492,716,-0.0408585888230311,-2.4266794457446617,-0.8801519586909341,-2.8262515419717635,0.4427374301675977,716,-0.1086459289152662,-3.730305784707969,-1.9603902672721865,-2.614648348680676,0.414804469273743,716,-0.2450744463476622,-5.385550113639635,-2.960259767444771,-3.063994820450551,0.4329608938547486,1.0,250.4035416595873,skel_8727d93aac220fc6,0.993105429474289,0.9984240912158904,a7ls18_s020,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,360.14926037508815,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
37,a7ls15_d90c7d57fdf5069b,"Sub(Delta(top_long_short_position_ratio_mean,3),TSRank(mark_index_basis_bps,24))",positioning_like|basis_premium_like,sub,L5_vol_adjusted_return,8,1.0,3,True,0.7196379705131711,0.1457479916598126,True,0.4187604779468035,-0.1158958654909348,True,0.2472294956240655,0.2466294956240655,0.2456294956240655,94.93333333333334,A7LS18a7ls18_s126_NUMERIC_CLUE,689,0.0627917224030145,2.2775662989132743,0.4836638806703285,0.0365484918071588,0.5442670537010159,712,0.0439563717492397,1.575274999846609,0.4187604779468035,-0.1158958654909348,0.5294943820224719,712,0.1685761948149032,4.29100577632599,1.739560059062755,0.0292666900181244,0.5702247191011236,712,0.2476294956240655,4.685709718941887,1.648438371851428,0.2374763190084156,0.5702247191011236,1.0,252.9098576535524,skel_8727d93aac220fc6,0.993105429474289,1.0,a7ls18_s126,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,359.73157942276214,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
38,a7ls15_714da0f57e6aaedd,"SafeDiv(Delta(mark_trade_basis_bps,168),Abs(Abs(ZScore(Mean(realized_vol_24h,24)))))",basis_premium_like|volatility_like,safe_div_abs,L5_vol_adjusted_return,8,1.0,3,True,0.5298251927499409,0.0722301708871824,True,1.459215495625788,-0.474993526765741,True,0.2275867098927886,0.2269867098927886,0.2259867098927886,94.93333333333334,A7LS18a7ls18_s032_NUMERIC_CLUE,544,0.0242764818850405,1.0318987296670992,0.5353574455947631,-0.983416194204834,0.5330882352941176,712,0.1208680668858054,5.293142501880312,1.735213049204101,0.3678887553413479,0.5941011235955056,712,0.2139899070439422,5.472638692806461,2.2135245567594057,-0.474993526765741,0.625,712,0.2279867098927886,4.000382459699219,1.459215495625788,0.2962047507423621,0.5716292134831461,1.0,233.4568847000388,skel_437d739eeb4ca960,0.7790864694053433,0.8934250553097345,a7ls18_s032,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,351.66737313504234,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
39,a7ls15_d07470d7e6c54d70,"Mul(Sub(CSRank(TSRank(mark_trade_basis_bps,120)),CSRank(TSRank(trade_close,3))),Sign(TSRank(trade_close,3)))",basis_premium_like|price_like,signed_spread,L5_vol_adjusted_return,8,1.0,3,True,0.7415067408465507,0.0812235305563697,True,1.2703453267166962,-0.4030780181348786,True,0.236130580145282,0.235530580145282,0.234530580145282,94.93333333333334,A7LS18a7ls18_s027_NUMERIC_CLUE,682,0.0595059743277261,1.9987388678278304,0.6212002671762595,-0.8185393579260486,0.5498533724340176,711,0.1195402803924901,3.995244441282397,1.35383823694844,-0.4030780181348786,0.5836849507735584,711,0.1499485765893553,3.9400688184073966,1.2703453267166962,0.2357617010087198,0.5893108298171589,711,0.236530580145282,4.443352191774959,2.0409345413512288,0.0536916176607868,0.6272855133614628,1.0,241.78907340443544,skel_d2c2cd29eb5fbfcd,0.993105429474289,0.9950944942628484,a7ls18_s027,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,347.2986689536424,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
40,a7ls15_c5541bbe8921e72d,"SafeDiv(Abs(ZScore(Mean(funding_rate_update_age_hours,8))),Abs(TSRank(mark_index_basis_bps,6)))",funding_state_like|basis_premium_like,safe_div_abs,L5_vol_adjusted_return,8,1.0,3,True,0.7498584150627948,0.1447111823692007,True,0.2610159373045894,-0.9755676017514112,True,0.230817487373394,0.230217487373394,0.229217487373394,94.93333333333334,A7LS18a7ls18_s096_NUMERIC_CLUE,540,0.0150379900711528,0.4886006887609927,-0.1896172369956456,-0.3912704051788362,0.4833333333333333,569,0.0453864755132114,1.3926595754195488,0.2610159373045894,-0.9755676017514112,0.4991212653778559,595,0.0628371751630147,1.564330081574136,0.7906159115818437,-0.4957733661642339,0.5142857142857142,637,0.231217487373394,4.31923462117556,1.5826707084344984,0.2954562381856084,0.5604395604395604,1.0,236.4676289583313,skel_2674b9b28339672e,0.8256248204538925,1.0,a7ls18_s096,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,341.47612405456357,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
41,a7ls15_580ac3a9c7e4225f,"Mul(Neg(ZScore(TSRank(mark_index_basis_bps,96))),Sign(TSRank(mark_close,48)))",basis_premium_like|price_like,mean_reversion_gate,L5_vol_adjusted_return,4,1.0,3,True,0.764560439610903,0.0913289987018672,True,0.4671903587593553,-0.0566545145404383,True,0.2285136497139694,0.2279136497139695,0.2269136497139695,95.46666666666668,A7LS18a7ls18_s025_NUMERIC_CLUE,684,0.021927707307262,1.0977415298103612,0.4506627873166665,-0.073598092940593,0.5292397660818714,715,0.028283683028489,1.3612226327565464,0.4671903587593553,-0.0566545145404383,0.551048951048951,716,0.1414410997409941,4.812166889705144,2.697634682920091,1.5134336164883286,0.5921787709497207,716,0.2289136497139695,6.388735573898248,3.439480006512232,2.278812850781047,0.585195530726257,1.0,234.14908927435857,skel_2674b9b28339672e,0.993105429474289,0.999894537653071,a7ls18_s025,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,338.2754628977044,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
42,a7ls15_78478a819e0cd255,"Mean(Mul(Abs(ZScore(Mean(open_interest_value_mean,120))),Abs(ZScore(Mean(kline_taker_buy_quote_share,96)))),4)",open_interest_like|taker_flow_like,smooth_mul,L5_vol_adjusted_return,4,1.0,3,True,0.7675018000522847,0.1433237205410778,True,0.9978565741472244,0.8112624471505744,True,0.1651317680044279,0.1645317680044279,0.1635317680044279,95.46666666666668,A7LS18a7ls18_s070_NUMERIC_CLUE,690,0.0183157584731803,1.174031123314066,0.5644177211795153,0.1143694896340166,0.5101449275362319,716,0.0649004463947867,3.706196159492308,1.898137772703728,1.2651491720339036,0.5586592178770949,716,0.0490545389316264,2.1820198825906774,0.9978565741472244,0.8112624471505744,0.4902234636871508,716,0.1655317680044279,5.867649924840408,2.937976253807542,2.4437184814973243,0.5824022346368715,1.0,170.7642662043757,skel_2462e8a79b04eae3,0.9925308819304798,1.0,a7ls18_s070,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,329.7141582012386,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
43,a7ls15_4382d4990e40e198,"Sub(CSRank(Delta(index_close,1)),CSRank(CSRank(trade_return_1h)))",price_like,spread_rank,L5_vol_adjusted_return,8,1.0,3,True,0.6765586185041822,0.1043245653567704,True,0.5982472535726149,-0.4279756289393207,True,0.1556716737451139,0.1550716737451139,0.1540716737451139,94.93333333333334,A7LS18a7ls18_s078_NUMERIC_CLUE,711,0.0424007450281361,1.4252937450312173,0.4936541649533625,-0.6499213864749628,0.5203938115330521,712,0.0776539967769301,2.3336079356389456,0.5982472535726149,-0.0177310088875209,0.550561797752809,712,0.0690945668181922,1.7541181126398395,0.733541943136373,-0.4279756289393207,0.5337078651685393,712,0.1560716737451139,3.247558848946051,0.8054878147908269,-0.0998873760463619,0.5828651685393258,1.0,161.39511512660974,skel_9505754fb4b5368b,0.999138178684286,0.9777560139927162,a7ls18_s078,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,325.80159801635887,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
44,a7ls15_a8759f500e3f8d7f,"SafeDiv(Delta(mark_index_basis_bps,1),Abs(Abs(ZScore(Mean(median_quote_volume_168h,3)))))",basis_premium_like|liquidity_like,safe_div_abs,L5_vol_adjusted_return,8,-1.0,3,True,0.7512280752825583,0.1206944497923253,True,0.8132545244233207,2.747284067166229,True,0.2116453756646249,0.2110453756646249,0.2100453756646249,94.93333333333334,A7LS18a7ls18_s009_NUMERIC_CLUE,710,-0.042371794188587,-1.514324858623734,-0.4808329414026344,-1.5521881537945,0.4873239436619718,712,-0.0785935628231123,-2.6182489974482133,-0.9773927991655342,-3.4973093325508806,0.4522471910112359,712,-0.1004839937013165,-2.623422682351477,-0.8132545244233207,-3.03470739632766,0.4325842696629213,712,-0.2120453756646249,-3.563597627173619,-1.388208575860688,-2.747284067166229,0.4676966292134831,1.0,217.2941475893424,skel_437d739eeb4ca960,0.826773915541511,0.998407458883484,a7ls18_s009,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,322.2204630723889,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
45,a7ls15_aca5584888391c64,"Mul(Clip(ZScore(mark_index_basis_bps),-3,3),CSRank(premium_close_bps))",basis_premium_like,mul,L5_vol_adjusted_return,4,-1.0,3,True,0.5353558654306417,0.0775048682572474,True,1.70527312125212,2.397085036404329,True,0.196570379823514,0.195970379823514,0.194970379823514,95.46666666666668,A7LS18a7ls18_s001_NUMERIC_CLUE,716,-0.0132441724391431,-0.744178062911801,-0.2247364156156806,-1.1965314691922595,0.4776536312849162,716,-0.0673308617866792,-3.3069862415154336,-1.70527312125212,-2.397085036404329,0.4259776536312849,716,-0.1140970206922965,-4.130870124446546,-2.175412874056025,-2.7517375345731097,0.4231843575418994,716,-0.196970379823514,-5.276872872050149,-2.616890777790541,-3.6907569808451615,0.4273743016759777,1.0,202.43502395808332,skel_3363cfb4025bd87d,0.9997127262280954,1.0,a7ls18_s001,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,320.3136720322448,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
46,a7ls15_81466e21c9ddb4ba,"Mul(Neg(ZScore(TSRank(mark_trade_basis_bps,336))),Sign(Mean(premium_abs_state,6)))",basis_premium_like,mean_reversion_gate,L5_vol_adjusted_return,4,-1.0,3,True,0.7253066192406546,0.0544625685412627,True,1.865996568398138,2.563772599359759,True,0.204548598142826,0.203948598142826,0.202948598142826,95.46666666666668,A7LS18a7ls18_s001_NUMERIC_CLUE,689,-0.002713885493133,-0.1315995485966812,-0.0179656629803733,-0.5885048142224797,0.4847605224963715,716,-0.0795598818514052,-3.7637283301327455,-1.865996568398138,-2.563772599359759,0.4120111731843575,715,-0.1659877875351531,-6.157790567999838,-3.317756836205896,-3.748206826923164,0.3944055944055944,715,-0.204948598142826,-5.260596231204141,-2.584994133784752,-2.970934342572686,0.4265734265734265,1.0,210.2232915235853,skel_2674b9b28339672e,0.993105429474289,0.9508153746022564,a7ls18_s001,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,316.704894369146,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
47,a7ls15_1f11dd5841119d82,"Mul(Neg(ZScore(Delta(mark_index_basis_bps,1))),Sign(ZScore(Mean(trade_quote_volume,8))))",basis_premium_like|liquidity_like,mean_reversion_gate,L5_vol_adjusted_return,8,-1.0,3,True,0.6205301938208285,0.1250922833905214,True,0.8054397783352385,2.67002479259445,True,0.1975194256920732,0.1969194256920732,0.1959194256920732,94.93333333333334,A7LS18a7ls18_s008_NUMERIC_CLUE,705,-0.02039720136009,-0.7779208789675955,-0.3505412167797023,-1.5817805690136792,0.4950354609929078,712,-0.0926255768389459,-3.120396265388818,-1.1219723799758632,-2.755757418068517,0.4353932584269663,712,-0.0916385927000736,-2.3420183508462875,-0.8054397783352385,-2.67002479259445,0.4339887640449438,712,-0.1979194256920732,-3.0834311918265707,-1.1583618394539914,-2.8850402572476166,0.4634831460674157,1.0,203.2988954982524,skel_f4061a64df347a31,0.997701809824763,1.0,a7ls18_s008,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,316.06708386900266,strict_non_l7_eligible,A7LS19_CHECKPOINT_QUEUE
